Date,Open,High,Low,Close,Adj Close,Volume
2020-04-10,1462.8986981737246,1469.7320637587998,1456.3178864404238,1462.1687761687922,1462.1687761687922,1643198
2020-04-13,1474.7988256183387,1476.1073765693125,1464.5474147362604,1469.9919944478622,1469.9919944478622,3560079
2020-04-14,1456.7780313333465,1459.6703530135396,1449.3355373007869,1456.8932689274136,1456.8932689274136,1620343
2020-04-15,1461.4049795427195,1466.4957910061537,1457.9074142107672,1461.0027814492896,1461.0027814492896,2436909
2020-04-16,1463.5393255824958,1467.4344602874742,1457.7920070673977,1461.4380167904806,1461.4380167904806,1730070
2020-04-17,1462.1540319040673,1467.2232781151938,1456.488298928693,1459.9429800381513,1459.9429800381513,4018099
2020-04-20,1462.7758445319494,1468.5628652939654,1453.7414002971034,1460.4017839208286,1460.4017839208286,3904979
2020-04-21,1451.7413997918825,1453.4337509641684,1443.663142171034,1450.4639393478242,1450.4639393478242,2845733
2020-04-22,1447.0795700831757,1452.743864886216,1443.4631292699996,1449.3655799086366,1449.3655799086366,2606325
2020-04-23,1454.4180058307975,1453.6359870483661,1443.7841554324154,1451.1511427661953,1451.1511427661953,4403800
2020-04-24,1456.2479222038655,1463.072573271689,1455.8966947246556,1458.540612989903,1458.540612989903,4711131
2020-04-27,1456.554532829013,1461.8819786474276,1447.6148136754325,1455.9492618985348,1455.9492618985348,1110084
2020-04-28,1450.39824218403,1458.881462917247,1443.8603166406442,1451.9067938840687,1451.9067938840687,2014391
2020-04-29,1449.26973197296,1454.246106618861,1442.9267646716546,1449.398008666146,1449.398008666146,3443028
2020-04-30,1454.6325440752635,1458.3353242081469,1445.4114214371143,1453.9750192546564,1453.9750192546564,4126801
2020-05-01,1456.2614892338554,1460.9222907874523,1453.9320212183104,1455.618774802955,1455.618774802955,1473006
2020-05-04,1453.8138152925903,1456.2996879808597,1449.018870056645,1452.9699737841197,1452.9699737841197,2390277
2020-05-05,1458.7637334878038,1464.7153883930762,1452.0069178710505,1455.5363109496866,1455.5363109496866,3954844
2020-05-06,1456.9287672994546,1457.8063766421906,1449.578740048912,1456.0216986964267,1456.0216986964267,2732626
2020-05-07,1460.37661037851,1466.2344048068826,1457.9652051282956,1460.8649236490912,1460.8649236490912,3884991
2020-05-08,1459.282832516281,1466.4018706181637,1450.8396678810293,1457.3546581797043,1457.3546581797043,1073568
2020-05-11,1458.0952884245648,1460.7299471358356,1447.9752751587223,1455.7163474467156,1455.7163474467156,4204288
2020-05-12,1451.3005910507807,1458.3757286110517,1447.3654008808867,1453.7558066810548,1453.7558066810548,4061996
2020-05-13,1447.633032080094,1450.7233410947733,1440.8707298930713,1446.4382319403942,1446.4382319403942,2197442
2020-05-14,1449.3211788103388,1452.5580499621922,1444.8945800075185,1447.918833325717,1447.918833325717,2199529
2020-05-15,1448.6289826798964,1456.9698066359695,1445.917811618867,1449.2241096866164,1449.2241096866164,2790228
2020-05-18,1452.001090596452,1449.82595314717,1441.7504391592356,1449.249676969829,1449.249676969829,3858210
2020-05-19,1447.776630128888,1456.1436087055456,1441.5180432951424,1448.076741302953,1448.076741302953,3323176
2020-05-20,1441.2510404996442,1443.1519732878007,1436.0779266314562,1440.999887592701,1440.999887592701,2229351
2020-05-21,1438.5505173303065,1443.3633563204055,1434.732480070406,1438.8966609788743,1438.8966609788743,1961858
2020-05-22,1437.2142464914032,1441.3245995556429,1436.234704142463,1437.1830883962402,1437.1830883962402,3188440
2020-05-25,1430.979151876342,1439.3488085896738,1430.3134068875013,1433.1717020501324,1433.1717020501324,1471678
2020-05-26,1429.4851717266135,1434.1690247880347,1423.5424353175226,1432.365273491802,1432.365273491802,2429740
2020-05-27,1437.574537902325,1440.3098731080388,1431.9464389178797,1434.3855277758748,1434.3855277758748,3982885
2020-05-28,1442.1225345852909,1452.8650765285013,1438.4374976394854,1443.8164572819276,1443.8164572819276,2822700
2020-05-29,1442.706561647174,1446.9629983369011,1437.6744583996963,1444.6893463460867,1444.6893463460867,1014390
2020-06-01,1441.6703180724933,1451.3565106349215,1443.4869436357053,1445.9770982997006,1445.9770982997006,1497619
2020-06-02,1444.3269452254908,1449.2809043652765,1440.2354477713075,1445.6048687208697,1445.6048687208697,1218547
2020-06-03,1433.3648330575595,1441.8627870567605,1429.135181569353,1436.0110126443744,1436.0110126443744,1551595
2020-06-04,1439.162473587401,1440.9167388219598,1430.8534446233139,1435.8784432671284,1435.8784432671284,1227436
2020-06-05,1438.1992284955188,1439.896620498745,1425.4427882055,1436.1795943168336,1436.1795943168336,3322273
2020-06-08,1447.1195041889046,1454.4715494490022,1446.8330033970165,1448.49580487926,1448.49580487926,3084820
2020-06-09,1452.0388716660432,1456.1426962749279,1440.4165429955867,1447.5340000553545,1447.5340000553545,3348215
2020-06-10,1451.0052677410056,1453.6599291835678,1444.3873402418153,1449.0417367670225,1449.0417367670225,4170230
2020-06-11,1448.218515151479,1455.3076938027925,1442.3243376088228,1448.8681779184963,1448.8681779184963,2595350
2020-06-12,1438.0259763006516,1445.4382418146563,1437.1421734270002,1443.0247877303987,1443.0247877303987,2422533
2020-06-15,1453.3207869481553,1451.8260290493376,1445.2052141971938,1448.7389018029737,1448.7389018029737,4839346
2020-06-16,1449.7194220328802,1458.4433795221682,1447.0405741814889,1452.4985669664075,1452.4985669664075,4858804
2020-06-17,1453.162929207709,1464.4219587586947,1455.1695296044195,1456.4537267016228,1456.4537267016228,3325452
2020-06-18,1453.9519302916683,1457.6180161252205,1445.7002944265064,1451.906789427649,1451.906789427649,3201072
2020-06-19,1463.800265795008,1463.2946449212832,1453.3244440503483,1458.9207609823295,1458.9207609823295,2785430
2020-06-22,1454.6800513053893,1456.910088479215,1445.6341853310819,1451.9115056683681,1451.9115056683681,2018056
2020-06-23,1455.9736093774743,1457.3449756694301,1447.7295544871954,1454.8457911373696,1454.8457911373696,2393488
2020-06-24,1466.98757794975,1472.00709991913,1460.062829586,1465.7980692664194,1465.7980692664194,1928252
2020-06-25,1462.5522187583265,1467.6100537654127,1455.5492088011695,1460.845387640766,1460.845387640766,1587073
2020-06-26,1459.5317561723257,1462.1097183270858,1454.7760356660747,1458.013898992752,1458.013898992752,1600338
2020-06-29,1459.0745386661292,1462.5720715226714,1454.9365973454885,1458.5121558181904,1458.5121558181904,1547026
2020-06-30,1456.203179755513,1461.5265340069134,1448.6213083072548,1455.9947775476094,1455.9947775476094,1074231
2020-07-01,1448.1162741364797,1452.3680209201975,1440.3687895808666,1448.2414603922787,1448.2414603922787,3170758
2020-07-02,1447.0763460885755,1453.452010037057,1444.0604961389329,1448.5842752663089,1448.5842752663089,4632245
2020-07-03,1442.7114065439446,1452.4722002760113,1438.1807512031717,1443.2727566976782,1443.2727566976782,2352382
2020-07-06,1442.2548052224633,1450.1466674493622,1442.4499476008418,1445.6407188508542,1445.6407188508542,4526185
2020-07-07,1440.8469184260957,1445.3269173756428,1433.6980839891503,1441.0435976796853,1441.0435976796853,4373097
2020-07-08,1446.816087490471,1452.4981860935027,1442.4624360573894,1448.793269704773,1448.793269704773,2850131
2020-07-09,1442.66982460866,1451.3653871860915,1435.9945683701642,1444.8770032430916,1444.8770032430916,1493896
2020-07-10,1443.6264839643702,1447.9042473156271,1440.0233418164228,1443.2666956620633,1443.2666956620633,3253840
2020-07-13,1450.1182863216009,1451.035535672269,1443.0902975469482,1447.3342817489117,1447.3342817489117,3593050
2020-07-14,1443.0165933787466,1448.822568231288,1435.7170683216907,1441.179960166742,1441.179960166742,4419054
2020-07-15,1439.1762586325162,1450.1564658487898,1436.024280764311,1442.3172598397625,1442.3172598397625,4113534
2020-07-16,1446.8737173380339,1452.6521264796972,1444.2843088862699,1448.8529736111745,1448.8529736111745,4600957
2020-07-17,1442.697099814345,1442.0824775356473,1437.561479619276,1440.8155574383686,1440.8155574383686,3259555
2020-07-20,1439.7737519439534,1448.753754110704,1434.975911673183,1441.73872673103,1441.73872673103,3798610
2020-07-21,1442.5888744022782,1446.6688810507521,1436.5958699771809,1443.0381407022721,1443.0381407022721,4171856
2020-07-22,1448.047359259208,1453.5285062594844,1443.7798032622861,1446.9472550611588,1446.9472550611588,2080132
2020-07-23,1438.825812597041,1441.8222938713448,1433.0516159045574,1440.7625015067683,1440.7625015067683,2307046
2020-07-24,1434.3709694536387,1440.9454131179455,1426.8198210229536,1434.1602184413468,1434.1602184413468,2725812
2020-07-27,1434.1018752795949,1439.3475824108698,1431.5013332749359,1436.7699262694314,1436.7699262694314,4285749
2020-07-28,1437.052114347695,1444.7163778737304,1433.0956539108452,1438.2548496355973,1438.2548496355973,1576250
2020-07-29,1440.1468777556117,1444.5358600229997,1433.3991983450949,1439.5073138873267,1439.5073138873267,2662918
2020-07-30,1438.0535674677483,1444.3316760960183,1437.962961075324,1441.2395549348116,1441.2395549348116,1517200
2020-07-31,1438.7203808028398,1442.0253587010654,1432.779368368591,1437.839431326919,1437.839431326919,4348006
2020-08-03,1438.9614242148707,1445.3733367266375,1438.3054669019425,1439.0006998127242,1439.0006998127242,2596963
2020-08-04,1441.5710420880519,1445.6778510854479,1433.7131508882117,1440.4660621792175,1440.4660621792175,2284519
2020-08-05,1437.342133357215,1443.0631310500307,1435.0172915339695,1436.8943050890857,1436.8943050890857,1930220
2020-08-06,1448.9514585047573,1455.1760588138404,1438.2163379879516,1446.2231776448095,1446.2231776448095,1183683
2020-08-07,1448.8427912546642,1450.4638590259462,1444.2525824373013,1448.5923422493684,1448.5923422493684,4839973
2020-08-10,1441.7770136811048,1450.8702499132926,1438.0591587272177,1442.6358247633552,1442.6358247633552,2363864
2020-08-11,1446.163187812589,1451.1273046815709,1442.1740606186934,1445.9185928065244,1445.9185928065244,4342020
2020-08-12,1442.1317805134604,1444.2476163587414,1436.621262203232,1441.0451844553877,1441.0451844553877,1532125
2020-08-13,1445.0783276147515,1447.319980222622,1437.143544783804,1444.9806074741,1444.9806074741,2229003
2020-08-14,1450.8547687515447,1455.395344587583,1450.7492026822072,1450.773585369137,1450.773585369137,2226947
2020-08-17,1445.266190401765,1453.5134740012275,1439.1162430052023,1446.6701737773785,1446.6701737773785,4033815
2020-08-18,1450.1612525884982,1456.231956182845,1445.8110074613967,1451.4870544236,1451.4870544236,2960220
2020-08-19,1450.7457485146833,1461.5732689187773,1450.965002353997,1453.5509590582826,1453.5509590582826,4000264
2020-08-20,1461.160413344629,1459.758908478152,1454.8118846443535,1457.661259858255,1457.661259858255,1772291
2020-08-21,1464.6574983007422,1472.1210468758325,1458.7924387171083,1467.1452247715247,1467.1452247715247,4514674
2020-08-24,1464.5324737959186,1468.4134973026842,1462.8092979513958,1465.9182841915103,1465.9182841915103,2033879
2020-08-25,1460.7127888385846,1467.876867134973,1459.456304390915,1462.149603369723,1462.149603369723,3723853
2020-08-26,1459.4918799754844,1464.47580600179,1450.427402136866,1457.7020312215955,1457.7020312215955,3148164
2020-08-27,1453.0330804401842,1457.781456209406,1447.9458740441964,1453.6229797967683,1453.6229797967683,3227345
2020-08-28,1455.732955395045,1453.0290435364434,1450.1133224027703,1453.2374712496976,1453.2374712496976,4073961
2020-08-31,1453.596249875293,1460.3411274173739,1449.5099811729715,1454.9432311237808,1454.9432311237808,1218168
2020-09-01,1456.8846734448787,1462.200162223898,1453.3781904877114,1456.326685120431,1456.326685120431,1148178
2020-09-02,1458.7919072590917,1466.2711908755346,1453.260958568766,1460.4626013656111,1460.4626013656111,1058123
2020-09-03,1464.8179090805475,1467.999175208645,1453.4048688952544,1460.5276108250007,1460.5276108250007,3208977
2020-09-04,1465.420084372728,1470.653173851489,1461.7312688131433,1467.7952812107872,1467.7952812107872,4678736
2020-09-07,1467.0916384650513,1472.8324292554983,1460.7486749221034,1466.4719970445974,1466.4719970445974,2217309
2020-09-08,1481.3403966394098,1487.4578579025015,1471.5504666278107,1480.0728428775456,1480.0728428775456,3867543
2020-09-09,1484.0287778112736,1484.6440044483575,1478.2018069615942,1483.2011796163706,1483.2011796163706,4370698
2020-09-10,1478.5448165165337,1484.554695486127,1476.2791400851306,1478.915391834289,1478.915391834289,3322018
2020-09-11,1473.3012879445168,1477.5525696819682,1467.661981518319,1473.5609293439836,1473.5609293439836,4121360
2020-09-14,1476.0609143641577,1480.8102460739963,1466.8011973211253,1475.9732914201995,1475.9732914201995,1938624
2020-09-15,1474.5619734903132,1480.5513304606468,1471.8854964799418,1474.8559774935702,1474.8559774935702,2199438
2020-09-16,1480.3537381976205,1482.4515228358034,1474.1489054974186,1478.4259799640306,1478.4259799640306,3680095
2020-09-17,1485.2132140900812,1484.4407519285753,1474.9592760106957,1480.7921680868985,1480.7921680868985,1715003
2020-09-18,1479.3130399535983,1485.49632835859,1475.5358332216256,1480.428023523614,1480.428023523614,2666312
2020-09-21,1473.454448974114,1479.0195630555465,1473.1586620940268,1476.1940549332721,1476.1940549332721,3275598
2020-09-22,1468.44325471314,1471.4481685520723,1461.3761030973817,1468.6198188098426,1468.6198188098426,1698267
2020-09-23,1471.5466627248163,1472.7459906154206,1456.7471626054732,1466.3872440495077,1466.3872440495077,4326871
2020-09-24,1469.0618888851855,1473.3716499508078,1465.2769751030771,1470.669238021125,1470.669238021125,4790523
2020-09-25,1475.017940352664,1478.0723317435943,1468.547843321248,1471.739706741776,1471.739706741776,1296956
2020-09-28,1468.8664144763688,1471.436195433924,1463.6089338983231,1465.511012848216,1465.511012848216,1836002
2020-09-29,1465.269740994056,1467.9253040198907,1460.8609655150296,1466.376917477472,1466.376917477472,2361621
2020-09-30,1469.4414705344866,1471.9483750714448,1461.0957496894835,1468.303504376116,1468.303504376116,4205914
2020-10-01,1467.1410104413676,1471.2724360012053,1457.9338817021198,1463.8842171951105,1463.8842171951105,2170642
2020-10-02,1463.894587242863,1467.6905116625587,1459.6576504066759,1464.6528427248381,1464.6528427248381,1390508
2020-10-05,1464.5367255968633,1469.0150777924493,1461.1224296206467,1464.943886317068,1464.943886317068,2754187
2020-10-06,1458.0656730000178,1465.1531566144188,1456.4133620933512,1459.229034827915,1459.229034827915,2769107
2020-10-07,1458.9884581682707,1467.5847526482216,1454.3484689770066,1461.0179716296564,1461.0179716296564,1036160
2020-10-08,1462.5233391713657,1468.3188164894086,1456.9943510187265,1463.8218942614976,1463.8218942614976,1019156
2020-10-09,1466.7892699438494,1473.0421300879907,1467.3286100507553,1469.237150477374,1469.237150477374,4221936
2020-10-12,1474.574327674067,1482.3509004609455,1466.3264827811872,1474.5061607375485,1474.5061607375485,3570348
2020-10-13,1466.0778674356457,1476.0956132253582,1461.469671455975,1467.617813897763,1467.617813897763,3562688
2020-10-14,1463.396260521769,1469.886404799751,1455.1294994078958,1462.9286886981874,1462.9286886981874,3770441
2020-10-15,1462.3920737418234,1470.6745013193608,1463.188120531201,1465.5038650342308,1465.5038650342308,1459822
2020-10-16,1468.7345552532206,1471.4562633455098,1465.8044430996226,1468.0727947887917,1468.0727947887917,2279802
2020-10-19,1472.31509114354,1473.987144407209,1465.9459718398566,1470.648033220322,1470.648033220322,4601503
2020-10-20,1485.9242193884527,1495.956718884127,1483.906121819805,1489.9116906735956,1489.9116906735956,4593149
2020-10-21,1493.5142563667566,1498.6029396688389,1484.1734215812075,1492.7661432270615,1492.7661432270615,2814630
2020-10-22,1500.899309412911,1506.2471686138574,1492.0318136003343,1498.4439714279645,1498.4439714279645,2510267
2020-10-23,1500.7946982080482,1509.514880430503,1498.6993427990546,1503.2139802454305,1503.2139802454305,1719701
2020-10-26,1509.8160812756348,1508.4647758984397,1503.5236749172911,1506.4709365019594,1506.4709365019594,1881809
2020-10-27,1505.7326282974898,1511.9984855142036,1497.4345891333194,1504.8945902787577,1504.8945902787577,1305007
2020-10-28,1507.2794126697074,1511.6933151265953,1505.6188472327256,1508.6894363812241,1508.6894363812241,1737197
2020-10-29,1504.7137721532208,1509.0573677646316,1496.5683731989916,1504.8253103085362,1504.8253103085362,3162591
2020-10-30,1504.7578710998796,1509.1416176873397,1499.2099865740493,1503.6412172748362,1503.6412172748362,4808282
2020-11-02,1501.3664103185154,1510.2057345152584,1493.0332353904548,1501.2143995356905,1501.2143995356905,4872475
2020-11-03,1502.701282217515,1512.843607344633,1495.2659076525038,1501.6237702326223,1501.6237702326223,1645649
2020-11-04,1511.355715879831,1519.410509184262,1508.4710540448748,1513.1970630659898,1513.1970630659898,1212986
2020-11-05,1504.199458751103,1508.49434386559,1499.8995298466832,1503.860737103031,1503.860737103031,4343014
2020-11-06,1504.4646090610936,1513.3610493518647,1502.9738538095958,1507.2920380549035,1507.2920380549035,2931184
2020-11-09,1499.006006576258,1506.003769550703,1493.371825314205,1499.2284586989554,1499.2284586989554,4638236
2020-11-10,1495.0609840870786,1501.2274641188937,1491.7144863775727,1496.8687993700082,1496.8687993700082,1029777
2020-11-11,1500.8424924696656,1510.9039750666698,1498.5011751709826,1502.3135523548451,1502.3135523548451,4402155
2020-11-12,1505.107138800743,1508.0950939687052,1497.9662152709575,1502.6349524503223,1502.6349524503223,4827271
2020-11-13,1499.4288488018642,1503.2417147388585,1492.0890745012375,1497.2462285606757,1497.2462285606757,1420661
2020-11-16,1494.8879862561905,1500.001558518485,1492.9271782032056,1493.669710014376,1493.669710014376,1198110
2020-11-17,1494.8830732297042,1502.9108719802782,1491.151362529472,1497.0676987590493,1497.0676987590493,2033981
2020-11-18,1492.783048701074,1500.0937466014027,1490.3753080498973,1493.4158656004636,1493.4158656004636,4495073
2020-11-19,1496.9243539483318,1498.2636521752797,1491.804823354785,1494.4981585483736,1494.4981585483736,1414627
2020-11-20,1495.0094515751725,1498.6094142400007,1493.1007064421142,1494.7260177478927,1494.7260177478927,3803089
2020-11-23,1496.106675089827,1494.26770754392,1490.0558010055993,1491.4680160098635,1491.4680160098635,3375163
2020-11-24,1502.9743721352788,1508.0667389177304,1499.8986314627145,1502.18773645649,1502.18773645649,4732517
2020-11-25,1505.7414298010601,1511.9152045751043,1501.7753734833411,1505.35733156808,1505.35733156808,4291066
2020-11-26,1494.6133857063871,1501.147164367096,1486.325100359739,1495.231618634792,1495.231618634792,4971582
2020-11-27,1496.4309720182039,1504.5128750753343,1492.2156495604297,1496.1638902086393,1496.1638902086393,1690568
2020-11-30,1492.5500182120363,1497.8437658471394,1487.4994576722613,1492.8549578847974,1492.8549578847974,4647482
2020-12-01,1498.5333419121555,1503.4546078699634,1491.3161617857656,1497.1171245587784,1497.1171245587784,2694408
2020-12-02,1495.0679255002042,1495.9711191143365,1487.8923904941832,1493.154520866615,1493.154520866615,4570157
2020-12-03,1491.0088597382646,1496.8066392543317,1487.7357255807326,1492.5808386592805,1492.5808386592805,2711303
2020-12-04,1492.443309147067,1501.4968505693143,1492.4963625813812,1495.1057750541827,1495.1057750541827,4925246
2020-12-07,1495.7621402788268,1506.1327552465198,1491.532695928475,1499.4345510250334,1499.4345510250334,1559650
2020-12-08,1494.4490516435797,1497.845135094426,1484.8186757024787,1493.4330689897545,1493.4330689897545,3347601
2020-12-09,1489.5538295982021,1496.6173643068337,1490.1258801987951,1491.7605628105498,1491.7605628105498,3410884
2020-12-10,1485.08005506884,1491.3500887613834,1486.4338934365178,1489.385836254745,1489.385836254745,2217933
2020-12-11,1486.8963473009383,1490.405131690263,1481.6788107766304,1486.1191900918764,1486.1191900918764,2699547
2020-12-14,1499.9324603281473,1501.7272276203214,1491.875536883102,1494.9464612932818,1494.9464612932818,3877597
2020-12-15,1496.959228025007,1503.1217798802998,1490.9594387411748,1496.9713698480866,1496.9713698480866,1205827
2020-12-16,1492.3439316253148,1496.668281519174,1487.1234944812247,1490.6669500764115,1490.6669500764115,3300070
2020-12-17,1495.4199185287805,1500.3558071860473,1485.926147676072,1495.2562598116854,1495.2562598116854,4444179
2020-12-18,1505.6692614903661,1510.8811671140047,1498.4859436080612,1505.8670407967484,1505.8670407967484,4109823
2020-12-21,1512.8675200654798,1514.7087248205573,1505.6042190382398,1511.0293670995043,1511.0293670995043,1342424
